input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
921 MYRTLE AVE,40.6958851869191,-73.9448787794819,3017400001,57, 25902
921 MYRTLE AVE,40.6958851869191,-73.9448787794819,3017400001,57, 25902
8204 18 AVE,40.60903427429207,-74.0004609968474,3063140064,42, 276  
91-58 117 ST,40.694408859823284,-73.83012139904504,4093480034,51, 122  
91-58 117 ST,40.694408859823284,-73.83012139904504,4093480034,51, 122  
91-58 117 ST,40.694408859823284,-73.83012139904504,4093480034,51, 122  
1490 BOSTON RD,40.83456930298257,-73.89446050915083,2029650051,26, 153  
359 METROPOLITAN AVE,40.714109737421644,-73.95603164896994,3023460028,35, 519  
1857 CARTER AVE,40.846888859828226,-73.90215774576829,2028920046,17, 231  
2 MURRAY HULBERT AVE,40.63767449536994,-74.07371909955704,NA,21,  21  
2 MURRAY HULBERT AVE,40.63767449536994,-74.07371909955704,NA,21,  21  
1875 CARTER AVE,40.84730585836589,-73.90192580820603,2028920039,17, 231  
1460 PENNSYLVANIA AVE,40.646067276296066,-73.87978597325235,3044520020,39,105804
168-50 119 AVE,40.68341955931213,-73.77604429391161,4123700024,50, 284  
168-50 119 AVE,40.68341955931213,-73.77604429391161,4123700024,50, 284  
91-23 80 ST,40.62945535401195,-74.03608764475631,NA,40,  44  
91-23 80 ST,40.62945535401195,-74.03608764475631,NA,40,  44  
1591 BRUCKNER BLVD,40.82428164289209,-73.87479216191848,2037170001,03,  48  
1591 BRUCKNER BLVD,40.82428164289209,-73.87479216191848,2037170001,03,  48  
13-17 GIPSON ST,40.60656844178995,-73.75859032462462,4156640127,47,103201
13-17 MCBRIDE ST,40.60626671220953,-73.7573813444927,4156630125,47,103201
1496 E 49 ST,40.62445698585794,-73.92849294580704,3078280085,33, 676  
1496 E 49 ST,40.62445698585794,-73.92849294580704,3078280085,33, 676  
1113 JEFFERSON AVE,40.68903288885235,-73.91550029094192,3033810055,37, 399  
1113 JEFFERSON AVE,40.68903288885235,-73.91550029094192,3033810055,37, 399  
79 GLEN ST,40.68073428039709,-73.87252346942682,3041620044,39,1178  
225 W 106 ST,40.80111914747759,-73.96729758053361,1018780012,11, 195  
108-41 159 ST,40.694560221907736,-73.79344269779092,4101480001,50, 254  
108-41 159 ST,40.694560221907736,-73.79344269779092,4101480001,50, 254  
34-28 44 ST,40.75445897622723,-73.9182687245407,4007030037,49, 159  
34-28 44 ST,40.75445897622723,-73.9182687245407,4007030037,49, 159  
91-14 69 AVE,40.713751262843275,-73.85414656731561,4032100007,50, 729  
123 W 119 ST,40.80434311922773,-73.94916322517504,1019040020,12, 220  
186 BAY TERRACE,40.55301698974467,-74.1340340667352,5051040036,23, 13203
1374 OCEAN AVE,40.62873932300333,-73.95697773433442,3067030078,41, 764  
91-04 63 DR,40.72635170317389,-73.86476224359191,4031040001,50, 69702
705 NEREID AVE,40.898364220674374,-73.85405254599686,2050700001,15, 434  
7 WATERSIDE ST,40.564593693797256,-74.0998834100915,5040790032,23, 12804
17 POST AVE,40.86290998383816,-73.92446219508484,1022170009,13, 291  
34 ROE ST,40.63329952880606,-74.1218627501316,5002110056,22, 13302
239 W 49 ST,40.7611430404805,-73.98531187569623,1010210009,09, 125  
34 ROE ST,40.63329952880606,-74.1218627501316,5002110056,22, 13302
41-38 48 ST,40.746066813876425,-73.91622913798504,4001360049,49, 25301
41-38 48 ST,40.746066813876425,-73.91622913798504,4001360049,49, 25301
183 E 98 STREET,40.786666918007725,-73.94883727388323,1016260021,10, 166  
157 HERKIMER ST,40.67956628936702,-73.94812987006472,3018610051,38, 247  
610 WOODWARD AV,40.70602519077434,-73.90762679199572,4034080044,45, 547  
610 WOODWARD AV,40.70602519077434,-73.90762679199572,4034080044,45, 547  
41 WINDSOR PL,40.661398237950806,-73.98416962870665,3011080061,48, 149  
350 W 21 ST,40.74460687570837,-74.00086612800483,1007440067,07,  89  
350 W 21 ST,40.74460687570837,-74.00086612800483,1007440067,07,  89  
4396 FURMAN AVE,40.89789978869104,-73.85359418205981,2050470023,15, 434  
4396 FURMAN AVE,40.89789978869104,-73.85359418205981,2050470023,15, 434  
10558 AVE L,40.643380184399945,-73.88799574458858,3082700027,58,1016  
10558 AVE L,40.643380184399945,-73.88799574458858,3082700027,58,1016  
371 MENAHAN ST,40.70169584178425,-73.91359801727273,3033110046,28, 441  
371 MENAHAN ST,40.70169584178425,-73.91359801727273,3033110046,28, 441  
107-62 113 ST,40.68255932067213,-73.82804235875508,4095500036,51, 100  
225 W 83 ST,40.78619849652144,-73.97750993775612,1012317501,11, 171  
225 W 83 ST,40.78619849652144,-73.97750993775612,1012317501,11, 171  
130-09 116 AVE,40.67783688663867,-73.80970736117025,4116730038,50, 176  
130-09 116 AVE,40.67783688663867,-73.80970736117025,4116730038,50, 176  
200 E 82ND ST,40.77608874261626,-73.95553579369975,1015270045,10, 138  
217 ARLINGTON AVE,40.68056511379088,-73.8865992915168,3039240063,44,117201
217 ARLINGTON AVE,40.68056511379088,-73.8865992915168,3039240063,44,117201
530 W 174 STREET,40.84397254597214,-73.93515298999353,1021300036,13, 261  
530 W 174 STREET,40.84397254597214,-73.93515298999353,1021300036,13, 261  
530 W 174 STREET,40.84397254597214,-73.93515298999353,1021300036,13, 261  
530 W 174 STREET,40.84397254597214,-73.93515298999353,1021300036,13, 261  
1219 ATLANTIC AV,40.678507850395626,-73.95049936906851,3018660036,57, 247  
1219 ATLANTIC AV,40.678507850395626,-73.95049936906851,3018660036,57, 247  
1219 ATLANTIC AV,40.678507850395626,-73.95049936906851,3018660036,57, 247  
148-09 LIBERTY AVE,40.67317886418826,-73.9046945516413,NA,44, 908  
2327 SOUTHERN BLVD,40.85144291480686,-73.88222700812443,2031140008,18, 393  
1464 WATSON AVE,40.82567173762774,-73.88117780182938,2037110040,03,  52  
69 B ARLINGTON AVE,NA,NA,NA,NA,NA
1464 WATSON AVE,40.82567173762774,-73.88117780182938,2037110040,03,  52  
69 B ARLINGTON AVE,NA,NA,NA,NA,NA
1464 WATSON AVE,40.82567173762774,-73.88117780182938,2037110040,03,  52  
1464 WATSON AVE,40.82567173762774,-73.88117780182938,2037110040,03,  52  
100 W 143 ST,40.8191999678863,-73.9373340386096,1020110036,16, 232  
100 W 143 ST,40.8191999678863,-73.9373340386096,1020110036,16, 232  
819 52 ST,40.63963037678299,-74.00425536648171,3056510071,40, 108  
819 52 ST,40.63963037678299,-74.00425536648171,3056510071,40, 108  
107-41 MERRICK BLVD,40.699144641757165,-73.78776281438401,4102440224,50, 414  
107-41 MERRICK BLVD,40.699144641757165,-73.78776281438401,4102440224,50, 414  
117-59 123 ST,40.67519610867986,-73.81456738624246,4117450007,54, 840  
3080 PARK AVE,40.823066704846745,-73.91881675485497,2024160001,14,  69  
23-49 93 ST,40.618755249648025,-74.03887706048351,3061000001,42,  5202
23-49 93 ST,40.618755249648025,-74.03887706048351,3061000001,42,  5202
23-49 93 ST,40.618755249648025,-74.03887706048351,3061000001,42,  5202
3080 PARK AVE,40.823066704846745,-73.91881675485497,2024160001,14,  69  
25-78 31 ST,40.76964311976767,-73.9185786203823,4005980058,49,  71  
25-78 31 ST,40.76964311976767,-73.9185786203823,4005980058,49,  71  
110-38 164 ST,40.69329558565801,-73.78779585745318,4101900021,50, 264  
163-12 110 RD,40.692521483329266,-73.78775504845932,4101920003,50, 264  
759 FOREST AVE,40.81855295562827,-73.90608686444814,2026460032,26,  77  
759 FOREST AVE,40.81855295562827,-73.90608686444814,2026460032,26,  77  
1219 1ST AVE,40.76385119538783,-73.95889756972812,1014400030,10, 118  
200 WATER ST,40.707316533109406,-74.00427050785834,1000750001,01,  1502
1219 1ST AVE,40.76385119538783,-73.95889756972812,1014400030,10, 118  
114-49 134 ST,40.6812697065148,-73.80751626963921,4116600043,50, 174  
692 10 AVE,40.76365242934511,-73.99252750977236,1010580004,09, 127  
42-29 PARSONS BLVD,40.75773811372923,-73.81889289788498,4053750008,52, 861  
2820 FORD ST,40.584806821012286,-73.93509142355207,3088010056,43, 622  
2820 FORD ST,40.584806821012286,-73.93509142355207,3088010056,43, 622  
2192 WASHINGTON AVE,40.85404815833489,-73.89408619400142,2030500004,18, 385  
1765 KIMBALL ST,40.61552254322868,-73.93280677400652,3078870013,33, 652  
1765 KIMBALL ST,40.61552254322868,-73.93280677400652,3078870013,33, 652  
72 BOX ST,40.73743104365056,-73.95374291807138,3024830025,28, 579  
72 BOX ST,40.73743104365056,-73.95374291807138,3024830025,28, 579  
757 VANNEST AVE,40.84421193122294,-73.86350341320566,2040350027,20, 238  
757 VANNEST AVE,40.84421193122294,-73.86350341320566,2040350027,20, 238  
732 NOBLE AVE,40.81950026316498,-73.867358518003,2035940021,03,  20  
732 NOBLE AVE,40.81950026316498,-73.867358518003,2035940021,03,  20  
103 ESSEX ST,40.71903611541428,-73.98796543972546,1004100062,04,  18  
103 ESSEX ST,40.71903611541428,-73.98796543972546,1004100062,04,  18  
65 JEFFERSON ST,40.71171038930049,-73.98835993470301,1002560001,04,   6  
65 JEFFERSON ST,40.71171038930049,-73.98835993470301,1002560001,04,   6  
1585 OCEAN PKWY,40.610053571828196,-73.96779455591903,3066130066,33, 442  
100-20 208 ST,40.87815338833019,-73.88130821003651,2033370008,27, 419  
2295 GRANDCONCOURSE,40.85720992516101,-73.90009286924857,2031630021,19, 23704
709 VAN NEST AVE,40.843851649076555,-73.86522092361011,2040330027,20, 238  
711 VAN NEST AVE,40.84386530501194,-73.86516306785052,2040330026,20, 238  
452 E 138 ST,40.80841158992162,-73.92126211443647,2022820026,14,  25  
450 E 138 ST,40.80843083503971,-73.92130905194324,2022820025,14,  25  
321 86 ST,40.62326205845409,-74.03020533301675,3060340076,40,  62  
4600 9 AVE,40.641947052359995,-73.99927213050553,3007600036,48,  94  
4600 9 AVE,40.641947052359995,-73.99927213050553,3007600036,48,  94  
1162 WASHINGTON AVE,40.82985974211399,-73.90768975021504,2023720001,26, 145  
1162 WASHINGTON AVE,40.82985974211399,-73.90768975021504,2023720001,26, 145  
108-43 171 PL,40.698544918402924,-73.78407899904867,4102550037,50, 414  
1087 FLUSHING AVE,40.7048186308446,-73.92850412619288,3030140014,28, 453  
738 5 AVE,40.762823589487944,-73.9740848596664,NA,09, 11201
738 5 AVE,40.762823589487944,-73.9740848596664,NA,09, 11201
5103 7 AVE,40.64178766867392,-74.00658323956046,3008020008,40, 108  
3002 SURF AVE,40.572797349904874,-73.99573449293105,3070670001,43, 340  
243 4 AVE,40.67643680416468,-73.9836937807482,3009580004,48, 133  
2913 GLENWOOD RD,40.633956444752684,-73.94854002091695,3052520075,41, 786  
2 E 181 ST,40.85571857885471,-73.90545238797914,2031790031,19, 241  
1260 E 92 ST,40.639300962759606,-73.90255220825182,3082180043,58, 992  
147-22 68 AVE,40.73369344680113,-73.82202168271158,4065370117,52, 809  
40-30 149 PL,40.76262568743641,-73.81491960143579,4050290037,52,1167  
35-06 21 ST,40.66469305604633,-73.99885375530467,NA,48,  18  
35-06 21 ST,40.66469305604633,-73.99885375530467,NA,48,  18  
4725 BEACH 47 ST,40.57679050233261,-74.01190093627203,3070370083,43, 336  
4725 BEACH 47 ST,40.57679050233261,-74.01190093627203,3070370083,43, 336  
204 E 84 ST,40.77732898036904,-73.95455287132036,1015290043,10, 138  
204 E 84 ST,40.77732898036904,-73.95455287132036,1015290043,10, 138  
2122 WASHINGTON AVE,40.8520455632853,-73.89522439818553,2030470009,18, 395  
1445 PACIFIC ST,40.67732164385085,-73.94353134711088,3012030066,38, 313  
CANARSIE PIER,40.62905706939214,-73.88440995554011,3083340050,58,1028  
800 VICTORY BLVD,40.62415794616219,-74.09416555034227,5005930001,21,  39  
800 VICTORY BLVD,40.62415794616219,-74.09416555034227,5005930001,21,  39  
37-16 73 ST,40.74830066604879,-73.89262301810024,4012830013,46, 291  
275 E GUN HILL RD,40.87945607121145,-73.87511496774461,2033560003,15, 431  
275 E GUN HILL RD,40.87945607121145,-73.87511496774461,2033560003,15, 431  
37-16 73 ST,40.74830066604879,-73.89262301810024,4012830013,46, 291  
356 CHESTER ST,40.66301100178215,-73.91001844011207,3035740001,44, 924  
353 CHESTER ST,40.663052164983064,-73.9100075712161,3035750011,44, 924  
1047 TRINITY AVE,40.82631923319608,-73.90453302399918,2026330031,26, 185  
1047 TRINITY AVE,40.82631923319608,-73.90453302399918,2026330031,26, 185  
94-52 220 ST,40.71977411610326,-73.73471324684581,4107240026,53, 564  
94-52 220 ST,40.71977411610326,-73.73471324684581,4107240026,53, 564  
689 NEW YORK AVE,40.65715481708831,-73.94732915685157,3048290001,38, 808  
689 NEW YORK AVE,40.65715481708831,-73.94732915685157,3048290001,38, 808  
91-08 172 ST,40.708365064360024,-73.78815907333207,4098060059,50, 462  
91-19 172 ST,40.7083073116392,-73.78809793936425,4098080012,50, 462  
2294 BELMONT AVE,40.85263628775792,-73.8871445442083,2030880156,18, 391  
2294 BELMONT AVE,40.85263628775792,-73.8871445442083,2030880156,18, 391  
900 E 136 ST,40.801197620120924,-73.90895394427382,2025940035,14,  19  
900 E 136 ST,40.801197620120924,-73.90895394427382,2025940035,14,  19  
900 E 136 ST,40.801197620120924,-73.90895394427382,2025940035,14,  19  
885 E 137 ST,40.802441404212615,-73.90949043165986,2025960020,14,  19  
240-33 69 AVE,40.75032180148273,-73.73762692858219,4082917501,53,152901
240-33 69 AVE,40.75032180148273,-73.73762692858219,4082917501,53,152901
221 LINDEN BLVD,40.65259454046807,-73.95083213431944,3050850075,38, 820  
221 LINDEN BLVD,40.65259454046807,-73.95083213431944,3050850075,38, 820  
37 SHERIDAN AVE,40.681662201546565,-73.8678237757084,3041740022,39,1186  
37 SHERIDAN AVE,40.681662201546565,-73.8678237757084,3041740022,39,1186  
19-19 MOTT AVE,40.603884270141556,-73.7522581864901,4155610034,47,101001
727 JEROME ST,40.66270114902165,-73.8829134846063,3043330050,39,1104  
874 HERKIMER ST,40.67825487662146,-73.92441537768312,3017120115,38, 299  
190-12 111 AVE,40.701858835627625,-73.764960686864,4109500086,54, 524  
300 E 57 ST,40.759250331318846,-73.96518121795998,1013490049,08, 108  
300 E 57 ST,40.759250331318846,-73.96518121795998,1013490049,08, 108  
262 UNION AVE,40.70834631017125,-73.95067559104926,3030310001,35, 511  
262 UNION AVE,40.70834631017125,-73.95067559104926,3030310001,35, 511  
324 BRADFORD ST,40.670990816649834,-73.89176334776153,3037580023,39,1158  
324 BRADFORD ST,40.670990816649834,-73.89176334776153,3037580023,39,1158  
1225 OCEAN PKWY,40.61862874770755,-73.96940774160967,3065420070,33, 452  
1225 OCEAN PKWY,40.61862874770755,-73.96940774160967,3065420070,33, 452  
126 SCOTT AVE,40.71146592380905,-73.92341823653288,3029790001,28, 449  
126 SCOTT AVE,40.71146592380905,-73.92341823653288,3029790001,28, 449  
438 BEACH 40 STREET,40.59635580418028,-73.77242937068723,4159550003,47, 97203
PETRUS AVE,NA,NA,NA,NA,NA
62-60 WOODHAVEN BLVD,40.72549026016391,-73.86988351045284,4029740085,46, 679  
37-59 84 ST,40.74958343363197,-73.88237460412743,4014720047,46, 281  
3317 EASTCHESTER RD,40.87523718563311,-73.84540692139481,2047430027,15, 358  
208 W 151 ST,40.825550854307494,-73.93661985907333,1020360038,16, 236  
4406 WHITEPLAINS RD,40.898742972264294,-73.85404086261475,2050700004,15, 434  
4406 WHITEPLAINS RD,40.898742972264294,-73.85404086261475,2050700004,15, 434  
JOHN ST,NA,NA,NA,NA,NA
90-32 53 AVE,40.738210330752125,-73.87311716739212,4018550013,46, 457  
444 NEPTUNE AVE,40.579965604808535,-73.96969904889987,3072740015,43, 35602
444 NEPTUNE AVE,40.579965604808535,-73.96969904889987,3072740015,43, 35602
302 REMSEN AVE,40.65763947707309,-73.92537942210693,3046250014,58, 866  
302 REMSEN AVE,40.65763947707309,-73.92537942210693,3046250014,58, 866  
1645 E 91 ST,40.63146880656496,-73.89487537402125,3082940014,58,1024  
1645 E 91 ST,40.63146880656496,-73.89487537402125,3082940014,58,1024  
159-16 HILLSIDE AVE,40.860926193203085,-73.92542608618143,1021700175,13, 283  
1969 CLINTON AVE,40.84528576728879,-73.88978101938174,2030920041,18, 371  
2955 MIDDLETOWN RD,40.8438171493558,-73.83071570768763,2041660001,20, 26602
2955 MIDDLETOWN RD,40.8438171493558,-73.83071570768763,2041660001,20, 26602
150-82 116 RD,40.682057831496884,-73.79195990614492,4122020042,50, 272  
150-82 116 RD,40.682057831496884,-73.79195990614492,4122020042,50, 272  
433 E 79 ST,40.77198935743497,-73.95182708987073,1015590019,10, 136  
4620 12 AVE,40.637876308536455,-73.99275057382482,3056217509,48, 222  
22 SUSAN CT,40.62145244995259,-74.07837685063204,5005560188,21,  29  
22 SUSAN CT,40.62145244995259,-74.07837685063204,5005560188,21,  29  
118 W 83 ST,40.78486390597771,-73.97439405342244,1012130040,11, 169  
118 W 83 ST,40.78486390597771,-73.97439405342244,1012130040,11, 169  
2828 W 19 ST,40.57757254037922,-73.986047014778,3070190021,43, 326  
2828 W 19 ST,40.57757254037922,-73.986047014778,3070190021,43, 326  
2828 W 19 ST,40.57757254037922,-73.986047014778,3070190021,43, 326  
148-10 249 ST,40.65495732483018,-73.73886335052399,4136390018,54, 664  
249-29 148 AVE,40.65521177773574,-73.73850555387116,4136400051,54, 664  
249-29 148 AVE,40.65521177773574,-73.73850555387116,4136400051,54, 664  
PIER 8,40.689944940011095,-74.00315516963913,3002810001,32,  47  
PIER 8,40.689944940011095,-74.00315516963913,3002810001,32,  47  
86 INDIA ST,40.732110143370505,-73.95677388345572,3025400015,28, 565  
86 INDIA ST,40.732110143370505,-73.95677388345572,3025400015,28, 565  
604 W 46 ST,40.76351539027222,-73.99680524626179,1010930021,09, 129  
237 E 194 ST,40.8651769493731,-73.89303084618278,2033000001,27, 40501
2-04 ASTORIA BLVD,40.773672465534055,-73.93609517406622,4004900101,49,  87  
2-04 ASTORIA BLVD,40.773672465534055,-73.93609517406622,4004900101,49,  87  
237 E 194 ST,40.8651769493731,-73.89303084618278,2033000001,27, 40501
1673 E 48 ST,40.619802078405975,-73.92891217637289,3078730020,33, 672  
1673 E 48 ST,40.619802078405975,-73.92891217637289,3078730020,33, 672  
2289 5 AVE,40.81494492573094,-73.93601219099783,1017630001,16, 210  
2289 5 AVE,40.81494492573094,-73.93601219099783,1017630001,16, 210  
124 W 227 ST,40.87702394400394,-73.9101663570101,1022150381,19, 309  
124 W 227 ST,40.87702394400394,-73.9101663570101,1022150381,19, 309  
209 E 118 ST,40.799065348498914,-73.93858462371593,1017830005,12, 188  
1844 AMSTERDAM AVE,40.82921646566889,-73.94470689664381,1020830030,13, 237  
109-02 LEFFERTS BLVD,40.681976620232504,-73.82209481193392,4115990006,51, 106  
1844 AMSTERDAM AVE,40.82921646566889,-73.94470689664381,1020830030,13, 237  
109-02 LEFFERTS BLVD,40.681976620232504,-73.82209481193392,4115990006,51, 106  
969 E 83 ST,40.63571662797448,-73.90971656358434,3080200013,58, 956  
1136 UNDERHILL AVE,40.829163511470774,-73.86190822826745,2037580026,03,  72  
969 E 83 ST,40.63571662797448,-73.90971656358434,3080200013,58, 956  
75-13 METROPOLITAN AVE,40.717126255393346,-73.96400918156398,3023570025,35, 555  
2126 TIEBOUT,40.853280947740814,-73.89859502842131,2031430018,18, 379  
2126 TIEBOUT,40.853280947740814,-73.89859502842131,2031430018,18, 379  
160-12 HILLSIDE AVE,40.860934438978454,-73.92544415283719,1021730029,13, 283  
127-16 95 AVE,40.694352611700175,-73.82019740731246,4094700008,50, 150  
27 MARGINAL ST E,40.67914183982722,-73.89668581074352,3034860016,44,114201
HARLEM RIVER,NA,NA,1022552000,NA,NA
1492 E 17 ST,40.61390660336348,-73.9573402703247,3067540043,33, 544  
1488 E 17 ST,40.61398346291956,-73.95735462842849,3067540041,33, 544  
1488 E 17 ST,40.61398346291956,-73.95735462842849,3067540041,33, 544  
1488 E 17 ST,40.61398346291956,-73.95735462842849,3067540041,33, 544  
203 SCHENECTADY AVE,40.6719667693175,-73.93359346444977,3013720001,38, 345  
2428 NATIONAL DR,40.604220170037095,-73.90977356058737,3085920103,58, 70201
1944 E 1 ST,40.60081001019811,-73.97123085758287,3071040082,33, 41401
814 57 ST,40.63685799311081,-74.0072421094704,3056930011,40, 104  
814 57 ST,40.63685799311081,-74.0072421094704,3056930011,40, 104  
3349 DE REIMER AVE,40.87858117038341,-73.83614543214216,2052260014,15, 46202
3349 DE REIMER AVE,40.87858117038341,-73.83614543214216,2052260014,15, 46202
787 7 AVE,40.76195511015231,-73.9826223906044,1010040020,09, 131  
787 7 AVE,40.76195511015231,-73.9826223906044,1010040020,09, 131  
787 7 AVE,40.76195511015231,-73.9826223906044,1010040020,09, 131  
47 HENDERSON AVE,40.640977877230654,-74.09433702047166,5000650053,21,  81  
47 HENDERSON AVE,40.640977877230654,-74.09433702047166,5000650053,21,  81  
190 WEST ST,40.716870400878996,-74.01294683254979,1001420050,01,  21  
190 WEST ST,40.716870400878996,-74.01294683254979,1001420050,01,  21  
1285 WASHINGTON AVE,40.83247703664382,-73.90624789226507,2023900024,17, 145  
400 W 43 ST,40.7593020185164,-73.99263628771575,1010520001,09, 121  
868 WYCKOFF AVE,40.6975135583202,-73.90749072597846,3033860055,28, 439  
725 GARDEN ST,40.85049349134621,-73.88519267330744,2031000065,18, 393  
725 GARDEN ST,40.85049349134621,-73.88519267330744,2031000065,18, 393  
1655 43 ST,40.63360677182952,-73.98069225167755,3053800063,48, 478  
1655 43 ST,40.63360677182952,-73.98069225167755,3053800063,48, 478  
22-41 93 ST,40.61873054042843,-74.03889505639907,3061040017,42,  5202
22-41 93 ST,40.61873054042843,-74.03889505639907,3061040017,42,  5202
3260 GRISWOLD AVE,40.84469629606592,-73.81862723837698,2054140209,20, 27402
19-39 77 ST,40.63207908092424,-74.03700417012537,3059360056,40,  44  
19-39 77 ST,40.63207908092424,-74.03700417012537,3059360056,40,  44  
3260 GRISWOLD AVE,40.84469629606592,-73.81862723837698,2054140209,20, 27402
750 GEORGIA AVE,40.658615606514324,-73.8928358581557,3043200020,39,1104  
136 W 72 ST,40.77798674003777,-73.98017739000791,1011430047,09, 157  
134-14 FRANKLIN AVE,40.69500421126588,-73.95813222791516,3018980062,31,1237  
134-14 FRANKLIN AVE,40.69500421126588,-73.95813222791516,3018980062,31,1237  
134-14 FRANKLIN AVE,40.69500421126588,-73.95813222791516,3018980062,31,1237  
134-14 FRANKLIN AVE,40.69500421126588,-73.95813222791516,3018980062,31,1237  
4308 BOYD AVE,40.895761671225756,-73.85143949565808,2050500004,15, 436  
2180 HOLLAND AVE,40.85585755699852,-73.86569906649564,2043200014,20, 22403
672 QUINCY ST,40.68888296483409,-73.93386147966295,3016300038,37, 293  
694 THOMAS BOYLAND ST,40.66343803102962,-73.91207241601924,3035700001,44, 898  
1920 UNION ST,40.66742371362654,-73.92399869314814,3013990115,38, 359  
411 E 82 ST,40.77408863021885,-73.95075687364678,1015620008,10, 136  
626 1 AVE,40.74489732888435,-73.97268797740104,1009670001,08,  8601
626 1 AVE,40.74489732888435,-73.97268797740104,1009670001,08,  8601
555 E 178 ST,40.84748868217619,-73.89449061342629,2030610036,18, 37504
118-20 180 ST,40.68850772792596,-73.76471206945959,4124530033,50, 368  
118-20 180 ST,40.68850772792596,-73.76471206945959,4124530033,50, 368  
480 FULTON ST,40.69004540488102,-73.983838295192,3001587501,31,  37  
480 FULTON ST,40.69004540488102,-73.983838295192,3001587501,31,  37  
1555 CHARLOTTE ST,40.83471307132997,-73.89261726505286,2029660134,26, 153  
1555 CHARLOTTE ST,40.83471307132997,-73.89261726505286,2029660134,26, 153  
150 E 77 ST,40.773403040142966,-73.95931409424317,1014110053,10, 128  
2158 BATH AVE,40.59891419176885,-73.99788261670697,3064470030,42, 292  
2158 BATH AVE,40.59891419176885,-73.99788261670697,3064470030,42, 292  
98-01 67 AVE,40.72388962794533,-73.85569735780408,4031550027,50, 71306
98-01 67 AVE,40.72388962794533,-73.85569735780408,4031550027,50, 71306
243 E 33 ST,40.74463489151263,-73.97759253707524,1009140021,08,  70  
239 E 33 ST,40.74466235092898,-73.97765387862646,1009140019,08,  70  
59 KENT ST,40.73049696068027,-73.95877381893244,3025490036,28, 565  
59 KENT ST,40.73049696068027,-73.95877381893244,3025490036,28, 565  
301 E 193 ST,40.86398784745352,-73.89233499674306,2032870001,27, 39901
301 E 193 ST,40.86398784745352,-73.89233499674306,2032870001,27, 39901
262 SOUTH 1 ST,40.71202667168704,-73.95658130271556,3024090009,35, 523  
383 E 143 ST,40.81258087077344,-73.9213294329787,2023060009,14,  41  
383 E 143 ST,40.81258087077344,-73.9213294329787,2023060009,14,  41  
141 E 21 S,NA,NA,NA,NA,NA
81 W 174 ST,40.84722410484452,-73.91663306838426,2028760200,19, 21502
81 W 174 ST,40.84722410484452,-73.91663306838426,2028760200,19, 21502
450 SOUNDVIEW AVE,40.8147394296416,-73.85916362372606,2034980060,03,   4  
212 W 11 ST,40.73645495533714,-74.00166709242491,1006130047,02,  71  
212 W 11 ST,40.73645495533714,-74.00166709242491,1006130047,02,  71  
214 RIVERSIDE DR,40.794495606288315,-73.97644533280457,1012520075,11, 179  
214 RIVERSIDE DR,40.794495606288315,-73.97644533280457,1012520075,11, 179  
40-01 12 ST,40.67115144102604,-73.99567052458383,3010250016,48, 119  
40-01 12 ST,40.67115144102604,-73.99567052458383,3010250016,48, 119  
2589 RICHMOND TERR,40.63753783981491,-74.1473514754384,5011070055,22, 223  
BOROUGH HALL,40.826091947759906,-73.92366209573218,2024680001,14,  63  
327 E 83 ST,40.775596167869615,-73.95236606266705,1015460017,10, 138  
327 E 83 ST,40.775596167869615,-73.95236606266705,1015460017,10, 138  
138-10 135 AVE,40.66778775171746,-73.79971851611973,4120930020,54, 792  
52 E 78 ST,40.77541039613725,-73.96210742297943,1013920046,10, 142  
445 5 AVE,40.7515112382289,-73.98186356522174,1008697501,08,  82  
1443 BAYRIDGE PKWY,40.6183802196702,-74.00422879746989,3062120058,42, 188  
1443 BAYRIDGE PKWY,40.6183802196702,-74.00422879746989,3062120058,42, 188  
235-38 147 DR,40.65619848189404,-73.74645233008533,4137300052,54, 694  
235-38 147 DR,40.65619848189404,-73.74645233008533,4137300052,54, 694  
175 VAN DYKE ST,40.676650915388336,-74.01617287959378,3005950250,32,  53  
116-31 INWOOD ST,40.68097551123677,-73.79606987095129,4120050220,50, 186  
2 E 61 ST,40.76540861557148,-73.97186370749705,1013750067,10, 11401
116-31 INWOOD ST,40.68097551123677,-73.79606987095129,4120050220,50, 186  
248 W 62 ST,40.77358807810246,-73.98871016269509,1011540101,09, 151  
2628 LINDEN BLVD,40.66875334563579,-73.86767993288268,3044860001,39,1214  
2628 LINDEN BLVD,40.66875334563579,-73.86767993288268,3044860001,39,1214  
2077 BATCHELDER ST,40.60136567396367,-73.93914819817321,3073380050,33, 568  
2462 VALENTINE AVE,40.86112332125982,-73.89635972761208,2031480001,18, 39902
2462 VALENTINE AVE,40.86112332125982,-73.89635972761208,2031480001,18, 39902
2462 VALENTINE AVE,40.86112332125982,-73.89635972761208,2031480001,18, 39902
2383 2 AVE,40.800808982851855,-73.93491692166931,1017870070,12, 194  
2383 2 AVE,40.800808982851855,-73.93491692166931,1017870070,12, 194  
1879 WOODBINE ST,40.703997662346296,-73.90529969242257,4034690053,45, 549  
1879 WOODBINE ST,40.703997662346296,-73.90529969242257,4034690053,45, 549  
1432 CROTONA PARK E,40.83468884770117,-73.89613710208378,2029380014,18, 153  
545 DUMONT AVE,40.66567226570608,-73.89870362111806,3037840001,44,1134  
545 DUMONT AVE,40.66567226570608,-73.89870362111806,3037840001,44,1134  
